size,type,alignment,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,legendary
medium,swarm,unaligned,13.0,28,1.0,0,40,0,0,0,8,60,0,0,0,13,1,16,3,9,-1,1,-5,7,-2,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,10.0,24,0.25,30,0,0,0,0,10,30,0,0,0,9,-1,11,0,9,-1,2,-4,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,12.0,24,0.25,10,0,50,0,0,15,0,0,0,0,6,-2,14,2,8,-1,3,-4,12,1,6,-2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,8.0,22,0.5,5,0,0,5,0,6,0,0,0,10,2,-4,7,-2,10,0,1,-5,2,-4,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any non-lawful alignment,17.0,66,3.0,30,0,0,0,0,10,0,0,0,0,12,1,18,4,12,1,14,2,11,0,15,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,5,0,0
medium,undead,lawful evil,18.0,127,8.0,30,0,0,0,0,0,0,0,0,0,18,4,14,2,18,4,11,0,12,1,14,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,undead,lawful evil,16.0,45,3.0,30,0,0,0,0,9,60,0,0,0,18,4,12,1,17,3,6,-2,9,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic good,14.0,40,1.0,30,0,0,20,0,14,60,0,0,0,10,0,17,3,11,0,13,1,14,2,15,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,2,0,0
medium,humanoid,chaotic good,12.0,22,0.25,30,0,0,20,0,13,60,0,0,0,10,0,15,2,11,0,14,2,12,1,16,3,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,14.0,95,5.0,30,0,0,0,0,12,60,0,0,0,18,4,13,1,20,5,9,-1,9,-1,9,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
gargantuan,monstrosity,unaligned,25.0,676,30.0,40,0,0,0,0,10,0,0,0,120,30,1,11,0,30,1,3,-4,11,0,11,0,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,0,1
medium,monstrosity,neutral evil,18.0,255,13.0,30,0,0,0,0,16,60,0,0,0,17,3,10,0,19,4,8,-1,13,1,6,-2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,17.0,225,11.0,30,0,0,0,0,10,60,0,0,0,19,4,10,0,17,3,6,-2,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,16.0,112,9.0,30,0,0,0,0,10,60,0,0,0,16,3,12,1,17,3,6,-2,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,15.0,78,7.0,30,0,0,0,0,8,60,0,0,0,17,3,12,1,15,2,6,-2,7,-2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
small,monstrosity,neutral evil,15.0,10,0.25,40,0,0,0,0,8,60,0,0,0,7,-2,12,1,9,-1,5,-3,6,-2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,plant,neutral,14.0,27,1.0,30,0,0,0,0,14,60,0,0,0,13,1,12,1,13,1,2,-4,10,0,6,-2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic neutral,15.0,33,1.0,40,0,0,0,0,13,60,0,0,0,12,1,15,2,13,1,8,-1,12,1,7,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
medium,humanoid,any non-good alignment,11.0,32,0.5,30,0,0,0,0,10,0,0,0,0,15,2,11,0,14,2,10,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gargantuan,fiend,chaotic evil,25.0,615,30.0,60,0,120,0,0,36,240,120,0,0,30,1,10,0,30,1,26,8,26,8,28,9,19,9,0,0,17,0,0,26,0,0,0,0,17,17,0,0,0,0
large,beast,unaligned,12.0,37,1.0,40,0,0,0,0,13,60,0,0,0,17,3,15,2,14,2,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
medium,fiend,lawful evil,20.0,127,16.0,40,0,60,0,0,16,120,0,0,0,19,4,22,6,17,3,24,7,22,6,26,8,0,11,8,0,11,13,0,0,0,13,11,13,0,0,0,0,13,0
large,monstrosity,neutral evil,15.0,85,5.0,40,0,0,0,0,13,60,0,0,0,16,3,13,1,16,3,8,-1,12,1,8,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful good,17.0,22,0.25,30,0,0,0,0,11,0,0,0,0,15,2,10,0,12,1,11,0,13,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
medium,humanoid,lawful neutral,17.0,33,2.0,30,0,0,0,0,12,0,0,0,0,14,2,10,0,12,1,11,0,15,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,12.0,40,5.0,30,0,0,0,0,11,0,0,0,0,9,-1,14,2,11,0,17,3,12,1,11,0,0,0,0,6,4,0,6,0,0,0,0,0,6,0,0,0,0,0
large,monstrosity,unaligned,13.0,85,3.0,10,0,0,10,0,11,60,0,0,30,17,3,10,0,17,3,2,-4,13,1,4,-3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
huge,plant,chaotic good,16.0,138,9.0,30,0,0,0,0,13,0,0,0,0,23,6,8,-1,21,5,12,1,16,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,plant,unaligned,10.0,11,0.5,5,0,0,0,0,10,0,0,0,30,1,-5,10,0,12,1,1,-5,10,0,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,12.0,11,0.125,30,0,0,0,0,10,0,0,0,0,13,1,11,0,12,1,8,-1,11,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huge,beast,unaligned,13.0,95,5.0,50,0,0,0,0,10,0,0,0,0,22,6,9,-1,17,3,2,-4,11,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,construct,lawful neutral,15.0,16,0.5,30,0,0,0,0,10,0,120,0,0,12,1,13,1,12,1,9,-1,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic evil,11.0,13,0.25,30,0,0,0,0,10,60,0,0,0,14,2,10,0,14,2,6,-2,10,0,6,-2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,15.0,84,5.0,30,0,0,0,0,12,60,0,0,0,18,4,13,1,20,5,7,-2,9,-1,7,-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
small,plant,neutral evil,13.0,4,0.125,20,0,0,0,0,9,0,0,0,60,6,-2,13,1,12,1,4,-3,8,-1,3,-4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
huge,beast,unaligned,13.0,136,8.0,50,0,0,0,0,14,0,0,0,0,25,7,10,0,19,4,2,-4,12,1,9,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
large,aberration,lawful evil,15.0,127,9.0,30,0,0,0,0,18,120,0,0,0,15,2,12,1,15,2,21,5,19,4,21,5,0,0,0,9,8,9,0,8,5,0,8,0,9,0,0,0,0,0
medium,fiend,neutral evil,19.0,153,13.0,30,0,60,0,0,17,0,120,0,0,16,3,16,3,18,4,18,4,15,2,19,4,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,9,0
large,monstrosity,chaotic evil,18.0,93,5.0,30,0,0,0,20,10,120,0,60,0,20,5,13,1,16,3,9,-1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,celestial,lawful good,12.0,67,5.0,50,0,0,0,0,13,60,0,0,0,18,4,14,2,15,2,11,0,17,3,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
medium,humanoid,neutral evil,13.0,38,2.0,30,0,0,0,0,14,0,0,0,0,14,2,12,1,13,1,10,0,15,2,12,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful neutral,14.0,126,13.0,30,0,0,0,0,10,0,0,0,0,10,0,14,2,12,1,20,5,11,0,16,3,2,4,3,12,7,5,10,0,0,0,0,0,10,0,0,0,0,0
medium,undead,lawful evil,16.0,144,13.0,30,0,0,0,0,17,120,0,0,0,18,4,18,4,18,4,17,3,15,2,18,4,0,9,0,0,7,9,0,7,9,0,0,0,0,0,0,0,0,1
medium,undead,neutral evil,15.0,82,5.0,30,0,0,0,0,13,60,0,0,0,16,3,16,3,16,3,11,0,10,0,12,1,0,6,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0
medium,undead,chaotic evil,13.0,30,3.0,0,0,30,0,0,11,60,0,0,0,6,-2,16,3,16,3,6,-2,12,1,7,-2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,fiend,chaotic evil,12.0,13,1.0,5,0,40,0,0,8,60,0,0,0,6,-2,14,2,14,2,4,-3,7,-2,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,plant,neutral,13.0,9,0.25,30,0,0,0,0,12,60,0,0,0,7,-2,14,2,13,1,6,-2,11,0,7,-2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
small,plant,neutral,14.0,33,2.0,30,0,0,0,0,13,60,0,0,0,14,2,14,2,14,2,7,-2,12,1,9,-1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,13.0,10,0.25,30,0,0,0,0,13,0,0,0,0,6,-2,14,2,13,1,4,-3,12,1,6,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,undead,chaotic evil,13.0,27,2.0,40,0,0,0,0,10,120,0,0,0,6,-2,16,3,13,1,6,-2,12,1,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,15.0,94,7.0,30,0,0,0,0,12,60,0,0,0,18,4,13,1,20,5,7,-2,9,-1,7,-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,17.0,58,3.0,30,0,0,0,0,12,0,0,0,0,16,3,13,1,14,2,10,0,11,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0
medium,plant,neutral evil,12.0,26,0.5,10,0,0,0,0,10,0,0,0,60,15,2,8,-1,14,2,5,-3,10,0,3,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
medium,plant,unaligned,5.0,18,0.25,5,0,0,0,0,6,0,0,0,30,3,-4,1,-5,10,0,1,-5,3,-4,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,fiend,chaotic evil,15.0,104,6.0,40,0,60,0,0,11,120,0,0,0,17,3,15,2,18,4,8,-1,13,1,8,-1,0,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,10.0,5,0.0,10,0,50,0,0,13,0,0,0,0,7,-2,10,0,13,1,2,-4,12,1,4,-3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,18.0,117,9.0,30,0,0,0,0,13,0,0,0,0,16,3,10,0,14,2,11,0,17,3,13,1,0,0,6,0,7,0,0,0,0,0,0,0,0,4,0,0,5,0
large,beast,unaligned,11.0,19,0.5,60,0,0,0,0,11,0,0,0,0,18,4,12,1,13,1,2,-4,12,1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,undead,lawful evil,13.0,22,0.5,60,0,0,0,0,9,60,0,0,0,18,4,12,1,15,2,2,-4,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,11.0,49,4.0,30,0,0,0,0,11,0,0,0,0,9,-1,13,1,11,0,11,0,12,1,18,4,0,0,0,0,3,6,0,0,0,6,0,6,2,0,0,0,0,0
medium,humanoid,any alignment,12.0,78,7.0,30,0,0,0,0,11,60,0,0,0,10,0,14,2,15,2,12,1,12,1,18,4,0,0,0,0,4,7,0,0,0,7,0,7,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,91,6.0,30,0,0,0,0,11,60,0,0,0,9,-1,14,2,15,2,12,1,12,1,18,4,0,0,0,0,4,7,4,0,0,0,0,0,4,0,0,0,0,0
medium,humanoid,any alignment,18.0,229,12.0,30,0,0,0,0,15,0,0,0,0,20,5,16,3,18,4,12,1,12,1,18,4,9,7,8,0,0,0,0,5,0,8,0,0,0,0,0,9,8,1
medium,humanoid,any alignment,16.0,13,0.0,30,0,0,0,0,13,0,0,0,0,15,2,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
medium,humanoid,any alignment,16.0,19,0.0,30,0,0,0,0,13,0,0,0,0,15,2,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
medium,humanoid,any alignment,16.0,26,0.0,30,0,0,0,0,13,0,0,0,0,15,2,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
medium,humanoid,any alignment,16.0,32,0.0,30,0,0,0,0,13,0,0,0,0,17,3,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0
medium,humanoid,any alignment,16.0,39,0.0,30,0,0,0,0,14,0,0,0,0,17,3,13,1,14,2,10,0,12,1,10,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
medium,humanoid,any alignment,16.0,45,0.0,30,0,0,0,0,14,0,0,0,0,17,3,13,1,14,2,10,0,12,1,10,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
large,fiend,chaotic evil,18.0,157,13.0,30,80,0,0,0,11,120,0,0,0,19,4,18,4,21,5,19,4,12,1,14,2,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,elemental,neutral,14.0,114,5.0,30,90,0,0,0,10,60,0,0,0,18,4,14,2,18,4,5,-3,10,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,elemental,neutral,18.0,127,7.0,40,40,0,0,0,10,60,0,0,0,18,4,14,2,15,2,8,-1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,elemental,neutral,13.0,58,3.0,0,60,0,0,0,10,0,0,0,30,17,3,16,3,13,1,11,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,13.0,1,0.0,30,0,0,0,0,13,0,0,0,0,3,-4,16,3,8,-1,2,-4,12,1,3,-4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral good,10.0,135,5.0,30,0,0,30,0,17,0,0,0,0,19,4,10,0,17,3,11,0,12,1,12,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,10.0,78,4.0,30,0,0,0,0,12,0,0,0,0,17,3,10,0,15,2,10,0,11,0,8,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful evil,12.0,33,2.0,30,0,0,0,0,12,60,0,0,0,10,0,15,2,12,1,11,0,10,0,8,-1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral,12.0,120,4.0,30,0,0,0,0,15,60,0,0,0,17,3,15,2,16,3,10,0,13,1,11,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic evil,11.0,58,3.0,30,0,0,0,0,14,0,0,0,0,15,2,13,1,14,2,10,0,11,0,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
medium,fiend,lawful evil,15.0,68,6.0,30,0,40,0,0,11,120,0,0,0,16,3,11,0,18,4,11,0,12,1,13,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,dragon,chaotic evil,16.0,32,2.0,30,30,60,0,15,14,60,0,0,10,14,2,10,0,14,2,5,-3,10,0,11,0,0,2,4,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0
medium,undead,neutral evil,14.0,45,3.0,30,0,0,0,0,13,60,0,0,0,15,2,14,2,16,3,10,0,13,1,15,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,12.0,5,0.125,40,0,0,0,0,13,0,0,0,0,13,1,14,2,12,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
large,beast,unaligned,12.0,26,1.0,50,0,0,0,0,13,0,0,0,0,17,3,15,2,13,1,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
tiny,undead,chaotic evil,19.0,22,2.0,0,0,50,0,0,12,120,0,0,0,1,-5,28,9,10,0,13,1,14,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,humanoid,lawful evil,13.0,7,0.25,30,0,30,0,0,8,60,0,0,0,7,-2,16,3,9,-1,8,-1,7,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fey,chaotic neutral,19.0,127,10.0,30,0,0,0,0,13,60,0,0,0,11,0,10,0,16,3,18,4,17,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,monstrosity,neutral evil,13.0,75,3.0,50,0,0,0,0,15,0,0,0,0,18,4,13,1,14,2,7,-2,12,1,8,-1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,13.0,11,0.25,40,0,0,0,0,13,0,0,0,0,12,1,15,2,12,1,3,-4,12,1,6,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
medium,plant,lawful neutral,18.0,75,5.0,30,0,0,30,0,14,60,0,0,0,18,4,12,1,16,3,10,0,13,1,8,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0
large,monstrosity,neutral evil,13.0,26,0.5,50,0,0,0,0,14,60,0,0,0,16,3,13,1,13,1,7,-2,11,0,8,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,undead,neutral evil,13.0,67,5.0,0,0,60,0,0,12,60,0,0,0,6,-2,16,3,16,3,12,1,14,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,dragon,unaligned,13.0,110,6.0,20,0,80,0,0,14,60,0,0,0,19,4,10,0,16,3,5,-3,12,1,6,-2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,elemental,neutral,19.0,73,5.0,20,0,0,0,20,16,60,0,60,0,17,3,10,0,22,6,11,0,10,0,11,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
small,humanoid,chaotic evil,13.0,7,0.125,30,0,0,0,0,8,30,0,0,0,8,-1,14,2,10,0,8,-1,7,-2,7,-2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
small,humanoid,chaotic evil,12.0,22,1.0,30,0,0,0,0,10,30,0,0,0,8,-1,14,2,12,1,8,-1,11,0,12,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
large,fiend,neutral evil,17.0,147,11.0,40,0,0,0,0,16,60,0,0,60,19,4,14,2,21,5,16,3,15,2,18,4,0,6,0,7,6,8,0,6,0,8,6,8,0,0,0,0,0,0
huge,elemental,neutral evil,22.0,283,18.0,50,0,150,0,0,15,0,0,0,120,18,4,24,7,24,7,16,3,21,5,23,6,0,13,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0
huge,fiend,chaotic evil,20.0,333,24.0,50,0,0,0,0,24,0,120,0,0,29,9,16,3,23,6,15,2,24,7,15,2,0,10,15,0,14,0,0,14,0,0,0,0,0,0,0,0,9,0
medium,plant,unaligned,6.0,60,2.0,5,0,0,5,0,10,0,0,0,30,12,1,3,-4,12,1,1,-5,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,undead,unaligned,9.0,33,0.25,20,0,0,0,0,8,0,0,0,30,13,1,9,-1,12,1,1,-5,6,-2,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,fey,neutral evil,14.0,51,4.0,40,0,40,0,0,11,60,0,0,0,18,4,17,3,16,3,5,-3,12,1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,monstrosity,chaotic evil,12.0,51,3.0,40,0,0,40,0,13,60,0,0,0,18,4,13,1,16,3,8,-1,12,1,7,-2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,15.0,136,10.0,30,0,0,30,0,12,120,0,0,0,15,2,14,2,18,4,13,1,15,2,15,2,0,6,0,5,6,6,0,0,0,0,6,10,0,0,0,0,0,0
large,dragon,chaotic evil,18.0,127,7.0,40,40,80,0,0,16,120,0,0,30,19,4,14,2,17,3,12,1,11,0,15,2,0,5,6,0,3,5,0,6,5,0,0,0,0,0,0,0,0,0
large,dragon,lawful evil,18.0,152,9.0,40,0,80,0,20,19,120,0,0,30,21,5,10,0,19,4,14,2,13,1,17,3,0,4,8,0,5,7,0,9,4,0,0,0,0,0,0,0,0,0
large,dragon,chaotic good,17.0,110,6.0,40,0,80,0,20,16,120,0,0,30,19,4,10,0,17,3,12,1,11,0,15,2,0,3,6,0,3,5,0,6,3,5,0,0,0,0,0,0,0,0
large,dragon,lawful good,18.0,142,8.0,40,40,80,0,0,17,120,0,0,30,21,5,10,0,19,4,14,2,13,1,17,3,0,3,7,0,4,6,0,7,3,0,4,0,0,0,0,0,0,0
large,dragon,chaotic good,17.0,119,7.0,40,0,80,40,0,17,120,0,0,30,19,4,12,1,17,3,16,3,13,1,15,2,0,4,6,0,4,5,0,7,4,0,0,5,0,0,0,0,0,0
large,dragon,lawful good,18.0,178,10.0,40,40,80,0,0,19,120,0,0,30,23,6,14,2,21,5,16,3,13,1,20,5,0,6,9,0,5,9,0,9,6,9,5,0,0,0,0,0,0,0
large,dragon,lawful evil,18.0,136,8.0,40,40,80,0,0,17,120,0,0,30,19,4,12,1,17,3,16,3,13,1,15,2,0,4,6,0,4,5,0,7,4,0,0,5,0,0,0,0,0,0
small,monstrosity,unaligned,16.0,9,0.125,30,0,0,30,10,10,30,0,60,0,13,1,16,3,13,1,4,-3,10,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,dragon,chaotic evil,18.0,178,10.0,40,0,80,40,0,18,120,0,0,30,23,6,10,0,21,5,14,2,11,0,19,4,0,4,9,0,4,8,0,8,4,0,0,0,0,0,0,0,0,0
large,dragon,chaotic evil,18.0,178,13.0,40,0,80,40,0,18,120,0,0,30,23,6,10,0,21,5,14,2,11,0,19,4,0,4,9,0,4,8,0,8,8,0,0,0,0,0,0,0,0,0
large,monstrosity,unaligned,14.0,93,5.0,30,0,0,0,20,10,60,0,60,0,18,4,13,1,17,3,3,-4,10,0,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,dragon,lawful good,18.0,168,9.0,40,0,80,0,0,18,120,0,0,30,23,6,10,0,21,5,14,2,11,0,19,4,0,4,9,0,4,8,6,8,4,0,0,0,6,0,0,0,0,0
large,dragon,chaotic evil,17.0,133,6.0,40,40,80,0,20,16,120,0,0,30,18,4,10,0,18,4,6,-2,11,0,12,1,0,3,7,0,3,4,0,6,3,0,0,0,0,0,0,0,0,0
large,monstrosity,neutral evil,15.0,127,7.0,40,0,0,0,0,15,60,0,0,0,19,4,16,3,17,3,17,3,15,2,18,4,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0
huge,monstrosity,neutral evil,16.0,189,12.0,40,30,0,30,0,17,60,0,0,30,23,6,13,1,19,4,19,4,17,3,20,5,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,14.0,45,2.0,30,0,0,0,0,12,60,0,0,0,15,2,14,2,14,2,6,-2,11,0,4,-3,4,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,12.0,66,3.0,30,0,0,0,0,11,60,0,0,0,16,3,14,2,13,1,14,2,12,1,16,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0
medium,monstrosity,neutral evil,14.0,71,4.0,30,0,0,0,0,12,120,0,0,0,16,3,14,2,13,1,14,2,14,2,16,3,0,0,0,0,4,5,0,0,4,0,0,5,0,0,0,0,0,0
medium,monstrosity,neutral evil,14.0,71,4.0,30,0,0,0,0,11,120,0,0,0,16,3,14,2,13,1,14,2,12,1,16,3,0,0,0,0,3,5,0,0,4,0,0,5,0,0,0,0,0,0
medium,monstrosity,neutral evil,14.0,88,5.0,30,0,0,0,0,11,120,0,0,0,16,3,14,2,13,1,14,2,12,1,16,3,0,0,0,0,3,5,0,0,4,0,0,5,0,0,0,0,0,0
medium,humanoid,neutral evil,11.0,40,1.0,30,0,0,0,0,13,60,0,0,0,11,0,12,1,11,0,13,1,12,1,14,2,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0
gargantuan,elemental,neutral,21.0,307,22.0,40,40,0,0,0,15,60,0,60,0,30,1,10,0,30,1,2,-4,21,5,18,4,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0
large,fiend,lawful evil,21.0,580,26.0,50,0,150,0,0,26,120,0,0,0,27,8,24,7,28,9,26,8,27,8,30,1,0,0,0,16,16,18,0,16,0,0,0,0,0,0,0,0,18,1
medium,undead,neutral evil,8.0,22,0.25,20,0,0,0,0,8,60,0,0,0,13,1,6,-2,16,3,3,-4,6,-2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,fiend,chaotic evil,18.0,304,23.0,30,0,0,0,0,21,0,120,0,0,22,6,15,2,18,4,20,5,19,4,24,7,0,9,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0
